"cell_name","A2058","A2780","A375","A427","CAOV3","ES2","HCT116","HT144","HT29","KPL1","LNCAP","LOVO","MDAMB436","NCIH1650","NCIH2122","NCIH23","NCIH460","NCIH520","OVCAR3","OV90","RKO","RPMI7951","SKMEL30","SKMES1","SKOV3","SW620","SW837","T47D","UACC62","VCAP","ZR751"
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.142297981511717,0.0558504576545121,0.131294875882094,-0.36121541277728,0.0687750308367597,0.186606865450598,0.0767998733265326,0.167007394354348,0.15109370179941,-0.252794612318439,0.163808113074582,0.0231632333984149,0.246305168118856,-0.200331247596039,0.455914001618039,-0.262532737646787,0.36026437832796,-0.208771353982608,-0.309597833296758,-0.0255907904323824,-0.469026911280113,-0.0163910654797569,0.287400680404988,-0.255491167224976,-0.17075307153892,-0.0596692385120855,-0.349072137955773,-0.247517471863213,0.032593402417728,-0.0578996665820965,-0.37591337489255
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.213901936003002,0.183743351312267,0.00690246114962495,-0.347949306381912,0.191174949674355,-0.244514485442155,0.271274921016065,-0.222352077984314,0.0603635353446666,-0.0941099456923107,0.209485249841414,0.356549121107677,0.49137613987358,-0.118783155894378,0.511889038025036,-0.559364964756427,0.585510503461572,-0.439866375065451,-0.618495299567102,-0.367550755607463,-0.752936038786604,-0.360486547615375,0.360792864050494,-0.571019916509358,-0.338566733291685,0.257659156138143,-0.111905971824669,0.0275069261117192,0.259945336498755,0.141926533283754,-0.295032467057311
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.0969580032880421,0.119188990321662,0.0338034591963936,-0.318060329980903,0.0336847421015813,0.309647062338275,0.0524556511314984,0.0837761285317881,0.13419364440226,-0.098798021523477,0.129090965258744,-0.21136483075308,0.119504455002508,-0.0938361458916999,0.331464084422165,-0.508762804288255,0.541070719478701,-0.3470833435439,-0.436418019996611,-0.157243008820245,-0.503885009048557,-0.304983979904637,0.30061649531171,0.0298278020453011,0.289442778882093,-0.0230771135619383,0.0169907134332772,-0.384067374265411,-0.0296828880623711,-0.423912270393502,-0.308762917717843
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",-0.191779044418917,-0.363602204326916,-0.262842061210662,-0.173850920363162,0.250783801732959,-0.0139284686026733,-0.221747404608477,0.0836051576983788,0.419838024081121,0.216351874769051,0.205318369080384,0.16204881078004,0.100762674029382,-0.269998772599373,0.530165323821581,-0.46828094437867,0.267044600740678,-0.201192430657389,-0.414150676764345,0.508856318829349,-0.420724918095474,-0.318182208323971,0.0365275673209287,0.174292019844378,0.334592821016567,-0.226835199901231,-0.14379096625138,-0.24447972817223,0.124342880282797,0.375117712947516,-0.0131566905551182
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.0523936187075498,0.110638150841985,-0.0429808853890398,-0.172174879457603,-0.140811383151502,-0.164766072124801,0.172255362515706,0.277017818278684,0.223069043706937,0.182118857537433,0.283979173601831,-0.276855522213456,0.141997079330733,-0.228199896959976,0.254908592405894,-0.396131394599394,0.240156310155441,-0.335419402042088,-0.54626827735558,-0.0776432980427887,-0.394325647207143,0.0557196775071821,0.156727821820503,-0.402669600756441,-0.0952849727634907,-0.291358444725705,-0.202390210151568,-0.0268388228976433,-0.0293272516663622,-0.147831994922667,-0.109458184735158
"KEGG_GALACTOSE_METABOLISM",0.480344085148754,-0.295542762646991,0.0617144401782815,-0.279979293947945,-0.271298554067014,0.355638425358913,0.00176053419866998,0.420999554939009,-0.441923056850912,-0.185671280942075,-0.093633377341627,-0.322052398078094,0.424220563399071,0.014563371557215,0.56593702409111,-0.464626111234529,0.304473685261256,-0.427893211152769,-0.455713855253077,-0.197449860023415,-0.570873823258805,0.285789028851747,0.43673629075167,0.147038258726772,0.183387453579926,-0.384436694676801,-0.135531828781332,-0.120181588696338,0.444429238504874,-0.48489731414193,-0.357842133866317
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",-0.529604717459358,0.0745500080086823,-0.220500566436348,-0.407369820965741,-0.0630148014655622,-0.196659555205418,-0.0776398889386436,-0.329061269929815,0.545120194288094,0.0686862648857011,0.354901673916577,0.506637594546102,0.154752666776763,-0.425698867684324,0.621182497955927,-0.367577318554084,0.375832672640922,0.301364746568712,-0.268077550598115,0.627160107978309,-0.361312540555465,-0.412343595404908,-0.444819237551894,0.0476785658023844,0.575639079276323,-0.0636204786745297,-0.157718201197123,-0.27757113394774,-0.177215924288252,0.515410832206096,-0.252431041947799
"KEGG_FATTY_ACID_METABOLISM",0.0106427893515519,-0.15351393987204,-0.228651529432015,-0.200347912449566,-0.0341054590877829,-0.437992441678805,0.111094552575415,-0.309271738730405,-0.00280534144884839,-0.2038685281729,0.323845634972391,0.25940953274512,0.138868298493738,-0.194352413671834,0.408518823048157,-0.50636831752752,0.170005299185209,-0.00394231832345174,-0.165952828298444,0.123768448042842,-0.38586940884464,-0.118134856602587,-0.0372003823530995,-0.0897675294043608,-0.0221058102197885,0.153333064476766,0.0425783991262842,0.101566159885093,-0.19829508385987,0.188297878492622,-0.109757485865822
"KEGG_STEROID_BIOSYNTHESIS",-0.389685910946288,0.0530753887013892,-0.473839019271468,0.595899404521877,0.459510643459692,-0.0995155262784129,0.414735756204513,-0.310790477547289,0.385849905953404,0.284904752001912,0.0979452792215702,-0.267422053379753,-0.317046465920149,-0.0778743738445576,-0.538751536229567,-0.60221614787153,0.288567831069131,-0.512574526187911,0.00680911920588301,0.167378277521265,-0.549217211970974,-0.596364920273418,0.569000312649518,0.296765673733625,-0.118192145887428,-0.224506354982557,0.182447194357418,0.219439213563176,-0.639377300462614,0.490725070386489,0.0175872004438276
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",-0.360452789156172,-0.51568805882752,-0.171665231949453,-0.411574132373791,0.411122286572552,-0.148362940189612,-0.171533846293329,0.0879690238111957,0.0935139691702518,-0.275748550039116,0.360055406720894,-0.284836437337632,0.157047151642278,-0.291449039900765,0.527921967368632,-0.204672646120136,0.169854020108849,-0.261063068117286,-0.316270864289471,0.113426236157168,-0.132057365831387,-0.0985864511441148,-0.237296936348744,0.49077906228151,-0.115713212062122,0.0415897035986079,-0.349078800614582,0.0386403602421094,0.105656782873216,0.260657516960264,-0.0134936148130864
"KEGG_STEROID_HORMONE_BIOSYNTHESIS",-0.289850623196158,-0.373154064008474,-0.229257226733932,-0.359335892508527,0.0996280464639351,-0.256678060368212,-0.245789413204061,-0.0998856850502633,0.387736604764116,0.00237691716462397,0.160652806983431,0.390494530972318,0.00384128449183788,-0.230216250048714,0.607766823888812,-0.234329732479766,0.162091264422339,0.101073454659779,-0.316822210970932,0.526093283983935,-0.378726581402654,-0.33307764226482,-0.236966338100324,0.186591530118657,0.171170007179898,-0.0206555212722521,0.0501113334736944,-0.191035013917868,-0.134035905762658,0.241096489960434,0.220784186044476
"KEGG_OXIDATIVE_PHOSPHORYLATION",0.0520396629312357,0.133832927572301,-0.210674662174352,0.0505377432359139,-0.0143421683750635,-0.326523492640532,-0.166292765340602,-0.119378450347045,-0.110603226034519,0.0107561828564503,0.226595757893527,-0.0836500519136305,0.214484899874602,-0.207201124278622,0.159190208245025,-0.431521457971983,0.31611679879034,-0.0722122915006027,-0.241679893681322,0.308085737763922,-0.168352093161125,-0.438704469788982,0.322319163129483,-0.403462474271072,-0.348486150532356,-0.16393084405754,-0.314828993855812,-0.0296469799927203,0.261429641649073,-0.0715542561517228,0.289060944975653
"KEGG_PURINE_METABOLISM",0.332980409552465,0.129271350633426,0.0610530313783049,-0.0587646180267425,0.095523062222418,0.17217982855597,0.274521311907668,-0.0887249506534244,-0.14396627661767,-0.0428159926920839,-0.257727463429278,-0.239726970891666,0.0871042832054376,-0.300091784515278,-0.0470454843938263,-0.00895859916351507,0.370688631353435,-0.224277412685959,-0.329391940374161,-0.325226076072535,-0.0456899197211259,-0.225966611281754,0.0696237631986173,-0.271785580182515,-0.123752637498519,0.0346320203840363,-0.162144456036282,-0.279874343977277,0.055244087099467,-0.122066828572707,-0.0703912190686774
"KEGG_PYRIMIDINE_METABOLISM",0.362116712537563,0.188432734072974,0.155418005976434,0.159234697510485,-0.0563623363583486,0.249599210007563,0.357591633861353,0.0632116131119536,-0.0498417954005089,-0.280989024312511,-0.304804573208525,-0.360125112710426,-0.028143440881091,-0.170531979189401,-0.155059542758941,-0.0543730033879084,0.397860011324466,-0.196512603808411,-0.380962819130792,-0.346883996325687,0.0705327288026854,-0.250374033704754,0.186696127344472,-0.363500365759435,-0.164611666022546,0.168996325013326,-0.131554125072501,-0.366326926570697,-0.100418374880779,-0.193720150746189,-0.218486174274406
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",-0.172218725410365,0.300714529567953,-0.196222405949856,-0.124801694992836,0.152122326492431,-0.0698488670291629,0.0672626757800224,-0.0371538243510758,0.0342598961910597,-0.0611615969882557,0.157335474588475,0.0359139352514516,-0.0857626027495185,-0.0240508826879249,0.300875155508109,-0.327639769160204,0.0558725855845576,-0.0392763907093352,-0.38745719699995,-0.266425093628713,-0.372838845019597,0.134839009328485,-0.0935956830815743,-0.252118769273127,-0.21983095871244,0.00643630777210913,0.338137048895322,-0.170876521270727,-0.0307778961993649,-0.0977239747621456,0.0434025714444573
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",-0.0937749115171879,0.305578166556471,-0.00804505398180227,0.0805571555172374,0.104923542156683,-0.0618859342530087,0.193768528684781,-0.302000239449265,0.0374381658576899,-0.217827119199328,0.516751226265357,-0.0118526627034281,-0.125716864152372,-0.139596051687008,0.44676433688912,-0.2683910471045,0.0162509737685208,0.00626550922712601,-0.0552845219412593,0.315748399597817,-0.425169718876388,-0.296927485803959,0.135374938423866,-0.203276346920132,-0.478052232144369,-0.0606182466735002,-0.167174986153884,-0.0458559537376159,-0.148224413718291,0.118208677034877,-0.35979691368339
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.00919304179982597,0.292219674375514,0.00165180893133221,-0.0606795846049471,-0.0660193785054279,0.124581617432497,0.3846702156972,-0.0620767950715889,0.0145837753005568,-0.419857131166385,0.00399762617888166,-0.178643852666609,-0.202099313222101,-0.0697249778566505,0.286559121378341,-0.211710292527433,0.339820635097233,-0.15498330187791,-0.14682179578752,-0.0816320821580024,-0.358574590167143,-0.133566723683719,0.317655355284602,-0.3420944704962,0.079051950487398,0.0436719551931059,-0.105627276486627,-0.488425081789038,0.0278471073060741,0.220978975117625,-0.35604518020831
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",-0.0108457492019916,-0.0768930115525529,-0.392437980276245,-0.426528336642112,-0.156337817483292,-0.428606249483593,-0.0859469993602954,-0.397096773579805,0.132071107489728,-0.00140277044153608,0.409692075787782,0.404545425989829,-0.0452898881042474,-0.139696694296915,0.450287089481723,-0.588793949548276,0.140539846479514,0.0155703667878341,-0.423685526285311,-0.101692556183309,-0.510370397756891,0.139759551633032,-0.120555385700535,-0.273522501945848,-0.222390676027513,0.126498090107416,0.0820861330781478,0.206235005948724,-0.14833925482938,0.405404413407014,0.0352026317883315
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",0.393920535326417,0.742827191670474,0.362869839265384,0.015461508322173,-0.452659348009124,-0.061921065608407,0.412347339321068,-0.138746544153404,-0.457213057293028,-0.432806386625752,0.339527969920455,0.2638018963513,0.207795693788909,-0.328996071802242,0.450944033374071,-0.482510427712556,0.540686400913116,0.105903952642081,-0.466932840025627,-0.459759684495019,-0.564681114357375,0.00488176318224631,0.273030031673179,-0.833891023807561,-0.292349340586587,-0.118443454052669,-0.152645370095081,-0.0730309815399568,0.252414247920766,-0.178499035612332,-0.511472251169033
